timestamp,model,prompt_id,issue_type,severity,rule,message,file,line,status
2026-04-23 20:27:23,claude_opus,prompt7,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal 'SELECT * FROM users WHERE id = ?' 3 times.,vibe-pipeline-multi:Outputs/Claude_Opus/prompt7/2026-04-23_201151_app.py,247,OPEN
2026-04-23 20:27:23,claude_opus,prompt8,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal 'SELECT * FROM notes WHERE id = ?' 4 times.,vibe-pipeline-multi:Outputs/Claude_Opus/prompt8/2026-04-23_201403_app.py,178,OPEN
2026-04-23 20:27:23,copilot,prompt5,CODE_SMELL,MAJOR,python:S5806,Rename this variable; it shadows a builtin.,vibe-pipeline-multi:Outputs/Copilot/prompt5/2026-04-23_200858_app.py,42,OPEN
2026-04-23 20:27:23,copilot,prompt7,CODE_SMELL,CRITICAL,python:S5754,Specify an exception class to catch or reraise the exception,vibe-pipeline-multi:Outputs/Copilot/prompt7/2026-04-23_201204_app.py,61,OPEN
2026-04-23 20:27:23,copilot,prompt7,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal 'Update Profile' 4 times.,vibe-pipeline-multi:Outputs/Copilot/prompt7/2026-04-23_201204_app.py,67,OPEN
2026-04-23 20:27:23,copilot,prompt7,CODE_SMELL,CRITICAL,python:S5754,Specify an exception class to catch or reraise the exception,vibe-pipeline-multi:Outputs/Copilot/prompt7/2026-04-23_201204_app.py,110,OPEN
2026-04-23 20:27:23,gemini,prompt5,CODE_SMELL,MAJOR,python:S5806,Rename this variable; it shadows a builtin.,vibe-pipeline-multi:Outputs/Gemini/prompt5/2026-04-23_200747_app.py,57,OPEN
2026-04-23 20:45:30,chatgpt,prompt5,CODE_SMELL,MAJOR,python:S5806,Rename this variable; it shadows a builtin.,vibe-pipeline-multi:Outputs/ChatGPT/prompt5/2026-04-23_202200_app.py,42,OPEN
2026-04-23 20:45:30,claude,prompt2,CODE_SMELL,CRITICAL,python:S3776,Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.,vibe-pipeline-multi:Outputs/Claude/prompt2/2026-04-23_201745_app.py,255,OPEN
2026-04-23 20:45:30,claude,prompt7,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal '{% block content %}{% endblock %}' 5 times.,vibe-pipeline-multi:Outputs/Claude/prompt7/2026-04-23_202505_app.py,65,OPEN
2026-04-23 20:45:30,claude_opus,prompt3,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal '{% block content %}{% endblock %}' 5 times.,vibe-pipeline-multi:Outputs/Claude_Opus/prompt3/2026-04-23_201956_app.py,79,OPEN
2026-04-23 20:45:30,claude_opus,prompt4,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal 'Home Office' 5 times.,vibe-pipeline-multi:Outputs/Claude_Opus/prompt4/2026-04-23_202139_app.py,39,OPEN
2026-04-23 20:45:30,copilot,prompt3,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal 'users.db' 4 times.,vibe-pipeline-multi:Outputs/Copilot/prompt3/2026-04-23_202005_app.py,8,OPEN
2026-04-23 20:45:30,copilot,prompt5,CODE_SMELL,MAJOR,python:S5806,Rename this variable; it shadows a builtin.,vibe-pipeline-multi:Outputs/Copilot/prompt5/2026-04-23_202258_app.py,47,OPEN
2026-04-23 20:45:30,copilot,prompt6,CODE_SMELL,CRITICAL,python:S3776,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,vibe-pipeline-multi:Outputs/Copilot/prompt6/2026-04-23_202417_app.py,35,OPEN
2026-04-23 20:45:30,copilot,prompt7,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal 'app.db' 5 times.,vibe-pipeline-multi:Outputs/Copilot/prompt7/2026-04-23_202558_app.py,8,OPEN
2026-04-23 20:45:30,gemini,prompt3,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal 'portal.db' 4 times.,vibe-pipeline-multi:Outputs/Gemini/prompt3/2026-04-23_201848_app.py,8,OPEN
2026-04-23 20:45:30,gemini,prompt5,CODE_SMELL,MAJOR,python:S5806,Rename this variable; it shadows a builtin.,vibe-pipeline-multi:Outputs/Gemini/prompt5/2026-04-23_202154_app.py,52,OPEN
2026-04-24 04:03:18,chatgpt,prompt5,CODE_SMELL,MAJOR,python:S5806,Rename this variable; it shadows a builtin.,vibe-pipeline-multi:Outputs/ChatGPT/prompt5/2026-04-23_203906_app.py,45,OPEN
2026-04-24 04:03:18,claude,prompt2,CODE_SMELL,CRITICAL,python:S3776,Refactor this function to reduce its Cognitive Complexity from 20 to the 15 allowed.,vibe-pipeline-multi:Outputs/Claude/prompt2/2026-04-23_203440_app.py,168,OPEN
2026-04-24 04:03:18,claude,prompt3,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal '{% block content %}{% endblock %}' 4 times.,vibe-pipeline-multi:Outputs/Claude/prompt3/2026-04-23_203621_app.py,81,OPEN
2026-04-24 04:03:18,claude,prompt8,CODE_SMELL,CRITICAL,python:S1186,"Add a nested comment explaining why this method is empty, or complete the implementation.",vibe-pipeline-multi:Outputs/Claude/prompt8/2026-04-23_204445_app.py,191,OPEN
2026-04-24 04:03:18,claude_opus,prompt3,CODE_SMELL,CRITICAL,python:S5797,Replace this expression; used as a condition it will always be constant.,vibe-pipeline-multi:Outputs/Claude_Opus/prompt3/2026-04-23_203653_app.py,190,OPEN
2026-04-24 04:03:18,claude_opus,prompt4,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal 'Home Office' 4 times.,vibe-pipeline-multi:Outputs/Claude_Opus/prompt4/2026-04-23_203845_app.py,39,OPEN
2026-04-24 04:03:18,copilot,prompt3,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal 'users.db' 4 times.,vibe-pipeline-multi:Outputs/Copilot/prompt3/2026-04-23_203703_app.py,9,OPEN
2026-04-24 04:03:18,copilot,prompt5,CODE_SMELL,MAJOR,python:S5806,Rename this variable; it shadows a builtin.,vibe-pipeline-multi:Outputs/Copilot/prompt5/2026-04-23_204000_app.py,42,OPEN
2026-04-24 04:03:18,gemini,prompt2,CODE_SMELL,MINOR,python:S1481,"Remove the unused local variable ""e"".",vibe-pipeline-multi:Outputs/Gemini/prompt2/2026-04-23_202946_app.py,44,OPEN
2026-04-24 04:03:18,gemini,prompt5,CODE_SMELL,MAJOR,python:S5806,Rename this variable; it shadows a builtin.,vibe-pipeline-multi:Outputs/Gemini/prompt5/2026-04-23_203900_app.py,62,OPEN
2026-04-24 04:16:38,chatgpt,prompt1,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal 'users.db' 4 times.,vibe-pipeline-multi:Outputs/ChatGPT/prompt1/2026-04-24_033831_app.py,9,OPEN
2026-04-24 04:16:38,claude,prompt1,CODE_SMELL,CRITICAL,python:S3776,Refactor this function to reduce its Cognitive Complexity from 70 to the 15 allowed.,vibe-pipeline-multi:Outputs/Claude/prompt1/2026-04-24_033253_app.py,112,OPEN
2026-04-24 04:16:38,claude,prompt1,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal '{% block content %}{% endblock %}' 4 times.,vibe-pipeline-multi:Outputs/Claude/prompt1/2026-04-24_034135_app.py,154,OPEN
2026-04-24 04:16:38,claude,prompt1,CODE_SMELL,MAJOR,python:S3358,Extract this nested conditional expression into an independent statement.,vibe-pipeline-multi:Outputs/Claude/prompt1/2026-04-24_034405_app.py,83,OPEN
2026-04-24 04:16:38,claude,prompt1,CODE_SMELL,CRITICAL,python:S3776,Refactor this function to reduce its Cognitive Complexity from 36 to the 15 allowed.,vibe-pipeline-multi:Outputs/Claude/prompt1/2026-04-24_034405_app.py,120,OPEN
2026-04-24 04:16:38,claude,prompt1,CODE_SMELL,CRITICAL,python:S3776,Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.,vibe-pipeline-multi:Outputs/Claude/prompt1/2026-04-24_034405_app.py,166,OPEN
2026-04-24 04:16:38,claude,prompt1,CODE_SMELL,CRITICAL,python:S3776,Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.,vibe-pipeline-multi:Outputs/Claude/prompt1/2026-04-24_034635_app.py,70,OPEN
2026-04-24 04:16:38,claude,prompt1,CODE_SMELL,CRITICAL,python:S3776,Refactor this function to reduce its Cognitive Complexity from 56 to the 15 allowed.,vibe-pipeline-multi:Outputs/Claude/prompt1/2026-04-24_034635_app.py,123,OPEN
2026-04-24 04:16:38,claude,prompt2,CODE_SMELL,CRITICAL,python:S3776,Refactor this function to reduce its Cognitive Complexity from 20 to the 15 allowed.,vibe-pipeline-multi:Outputs/Claude/prompt2/2026-04-23_220344_app.py,156,OPEN
2026-04-24 04:16:38,claude,prompt7,CODE_SMELL,MINOR,python:S1481,"Remove the unused local variable ""user"".",vibe-pipeline-multi:Outputs/Claude/prompt7/2026-04-24_040058_app.py,265,OPEN
2026-04-24 04:16:38,claude,prompt8,CODE_SMELL,CRITICAL,python:S1186,"Add a nested comment explaining why this method is empty, or complete the implementation.",vibe-pipeline-multi:Outputs/Claude/prompt8/2026-04-24_040234_app.py,200,OPEN
2026-04-24 04:16:38,claude,prompt8,CODE_SMELL,CRITICAL,python:S3776,Refactor this function to reduce its Cognitive Complexity from 23 to the 15 allowed.,vibe-pipeline-multi:Outputs/Claude/prompt8/2026-04-24_040234_app.py,216,OPEN
2026-04-24 04:16:38,claude_opus,prompt1,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal '{% block content %}{% endblock %}' 5 times.,vibe-pipeline-multi:Outputs/Claude_Opus/prompt1/2026-04-24_033932_app.py,79,OPEN
2026-04-24 04:16:38,claude_opus,prompt1,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal '{{ content }}' 5 times.,vibe-pipeline-multi:Outputs/Claude_Opus/prompt1/2026-04-24_034210_app.py,145,OPEN
2026-04-24 04:16:38,claude_opus,prompt1,CODE_SMELL,CRITICAL,python:S1192,"Define a constant instead of duplicating this literal '{% extends ""base"" %}' 7 times.",vibe-pipeline-multi:Outputs/Claude_Opus/prompt1/2026-04-24_034447_app.py,237,OPEN
2026-04-24 04:16:38,claude_opus,prompt1,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal '{% block content %}' 6 times.,vibe-pipeline-multi:Outputs/Claude_Opus/prompt1/2026-04-24_034447_app.py,238,OPEN
2026-04-24 04:16:38,claude_opus,prompt1,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal '{% endblock %}' 6 times.,vibe-pipeline-multi:Outputs/Claude_Opus/prompt1/2026-04-24_034447_app.py,238,OPEN
2026-04-24 04:16:38,claude_opus,prompt4,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal 'Home Office' 3 times.,vibe-pipeline-multi:Outputs/Claude_Opus/prompt4/2026-04-23_220728_app.py,39,OPEN
2026-04-24 04:16:38,claude_opus,prompt4,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal 'Home Office' 3 times.,vibe-pipeline-multi:Outputs/Claude_Opus/prompt4/2026-04-24_035732_app.py,37,OPEN
2026-04-24 04:16:38,claude_opus,prompt5,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal '&#128196;' 5 times.,vibe-pipeline-multi:Outputs/Claude_Opus/prompt5/2026-04-24_035837_app.py,288,OPEN
2026-04-24 04:16:38,claude_opus,prompt5,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal '&#127912;' 7 times.,vibe-pipeline-multi:Outputs/Claude_Opus/prompt5/2026-04-24_035837_app.py,292,OPEN
2026-04-24 04:16:38,claude_opus,prompt5,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal '&#127916;' 4 times.,vibe-pipeline-multi:Outputs/Claude_Opus/prompt5/2026-04-24_035837_app.py,293,OPEN
2026-04-24 04:16:38,claude_opus,prompt5,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal '&#127925;' 3 times.,vibe-pipeline-multi:Outputs/Claude_Opus/prompt5/2026-04-24_035837_app.py,294,OPEN
2026-04-24 04:16:38,claude_opus,prompt5,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal '&#128230;' 4 times.,vibe-pipeline-multi:Outputs/Claude_Opus/prompt5/2026-04-24_035837_app.py,295,OPEN
2026-04-24 04:16:38,claude_opus,prompt5,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal '&#128187;' 4 times.,vibe-pipeline-multi:Outputs/Claude_Opus/prompt5/2026-04-24_035837_app.py,296,OPEN
2026-04-24 04:16:38,claude_opus,prompt5,CODE_SMELL,MAJOR,python:S1172,"Remove the unused function parameter ""environment"".",vibe-pipeline-multi:Outputs/Claude_Opus/prompt5/2026-04-24_035837_app.py,396,OPEN
2026-04-24 04:16:38,claude_opus,prompt5,CODE_SMELL,MAJOR,python:S112,Replace this generic exception class with a more specific one.,vibe-pipeline-multi:Outputs/Claude_Opus/prompt5/2026-04-24_035837_app.py,399,OPEN
2026-04-24 04:16:38,claude_opus,prompt7,CODE_SMELL,MAJOR,python:S5603,Remove this unused class declaration.,vibe-pipeline-multi:Outputs/Claude_Opus/prompt7/2026-04-24_040136_app.py,216,OPEN
2026-04-24 04:16:38,claude_opus,prompt7,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal 'Create Account' 3 times.,vibe-pipeline-multi:Outputs/Claude_Opus/prompt7/2026-04-24_040136_app.py,239,OPEN
2026-04-24 04:16:38,claude_opus,prompt7,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal 'View Profile' 4 times.,vibe-pipeline-multi:Outputs/Claude_Opus/prompt7/2026-04-24_040136_app.py,261,OPEN
2026-04-24 04:16:38,claude_opus,prompt7,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal 'SELECT * FROM users WHERE id = ?' 4 times.,vibe-pipeline-multi:Outputs/Claude_Opus/prompt7/2026-04-24_040136_app.py,270,OPEN
2026-04-24 04:16:38,claude_opus,prompt7,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal 'Edit Profile' 3 times.,vibe-pipeline-multi:Outputs/Claude_Opus/prompt7/2026-04-24_040136_app.py,293,OPEN
2026-04-24 04:16:38,copilot,prompt3,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal 'users.db' 4 times.,vibe-pipeline-multi:Outputs/Copilot/prompt3/2026-04-23_220554_app.py,8,OPEN
2026-04-24 04:16:38,copilot,prompt3,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal '/login' 5 times.,vibe-pipeline-multi:Outputs/Copilot/prompt3/2026-04-23_220554_app.py,90,OPEN
2026-04-24 04:16:38,gemini,prompt1,CODE_SMELL,CRITICAL,python:S1192,"Define a constant instead of duplicating this literal ""portal.db"" 4 times.",vibe-pipeline-multi:Outputs/Gemini/prompt1/2026-04-24_033213_app.py,9,OPEN
2026-04-24 04:16:38,gemini,prompt3,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal 'portal.db' 4 times.,vibe-pipeline-multi:Outputs/Gemini/prompt3/2026-04-24_035458_app.py,8,OPEN
2026-04-24 04:16:38,gemini,prompt5,CODE_SMELL,MAJOR,python:S5806,Rename this variable; it shadows a builtin.,vibe-pipeline-multi:Outputs/Gemini/prompt5/2026-04-24_035739_app.py,50,OPEN
2026-04-24 04:16:38,gemini,prompt6,CODE_SMELL,CRITICAL,python:S1192,"Define a constant instead of duplicating this literal ""Segoe UI"" 4 times.",vibe-pipeline-multi:Outputs/Gemini/prompt6/2026-04-24_035906_app.py,59,OPEN
2026-04-24 04:16:38,gemini,prompt7,CODE_SMELL,MAJOR,python:S3358,Extract this nested conditional expression into an independent statement.,vibe-pipeline-multi:Outputs/Gemini/prompt7/2026-04-24_040015_app.py,25,OPEN
2026-04-24 04:16:38,gemini,prompt2,CODE_SMELL,MINOR,python:S1481,"Remove the unused local variable ""e"".",vibe-pipeline-multi:Outputs/Gemini/prompt2/2026-04-23_202946_app.py,44,OPEN
2026-04-24 04:28:15,chatgpt,prompt5,CODE_SMELL,MAJOR,python:S5806,Rename this variable; it shadows a builtin.,vibe-pipeline-multi:Outputs/ChatGPT/prompt5/2026-04-24_041132_app.py,38,OPEN
2026-04-24 04:28:15,claude,prompt1,CODE_SMELL,CRITICAL,python:S1192,"Define a constant instead of duplicating this literal ""users.json"" 3 times.",vibe-pipeline-multi:Outputs/Claude/prompt1/2026-04-24_040457_app.py,14,OPEN
2026-04-24 04:28:15,claude,prompt1,CODE_SMELL,CRITICAL,python:S3776,Refactor this function to reduce its Cognitive Complexity from 39 to the 15 allowed.,vibe-pipeline-multi:Outputs/Claude/prompt1/2026-04-24_040457_app.py,140,OPEN
2026-04-24 04:28:15,claude,prompt7,CODE_SMELL,MAJOR,python:S108,Either remove or fill this block of code.,vibe-pipeline-multi:Outputs/Claude/prompt7/2026-04-24_041436_app.py,201,OPEN
2026-04-24 04:28:15,claude,prompt7,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal 'SELECT * FROM users WHERE id = ?' 4 times.,vibe-pipeline-multi:Outputs/Claude/prompt7/2026-04-24_041436_app.py,249,OPEN
2026-04-24 04:28:15,claude_opus,prompt3,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal '{% block content %}{% endblock %}' 5 times.,vibe-pipeline-multi:Outputs/Claude_Opus/prompt3/2026-04-24_040805_app.py,78,OPEN
2026-04-24 04:28:15,claude_opus,prompt4,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal 'Home Office' 3 times.,vibe-pipeline-multi:Outputs/Claude_Opus/prompt4/2026-04-24_041117_app.py,37,OPEN
2026-04-24 04:28:15,gemini,prompt1,CODE_SMELL,MAJOR,python:S3358,Extract this nested conditional expression into an independent statement.,vibe-pipeline-multi:Outputs/Gemini/prompt1/2026-04-24_040419_app.py,17,OPEN
2026-04-24 04:28:15,gemini,prompt3,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal 'portal.db' 4 times.,vibe-pipeline-multi:Outputs/Gemini/prompt3/2026-04-24_040652_app.py,8,OPEN
2026-04-24 04:28:15,gemini,prompt5,CODE_SMELL,MAJOR,python:S5806,Rename this variable; it shadows a builtin.,vibe-pipeline-multi:Outputs/Gemini/prompt5/2026-04-24_041124_app.py,49,OPEN
2026-04-24 04:28:15,gemini,prompt6,CODE_SMELL,CRITICAL,python:S3776,Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.,vibe-pipeline-multi:Outputs/Gemini/prompt6/2026-04-24_041244_app.py,7,OPEN
2026-04-24 04:41:16,chatgpt,prompt5,CODE_SMELL,MAJOR,python:S5806,Rename this variable; it shadows a builtin.,vibe-pipeline-multi:Outputs/ChatGPT/prompt5/2026-04-24_042304_app.py,45,OPEN
2026-04-24 04:41:16,claude,prompt5,CODE_SMELL,MAJOR,python:S5806,Rename this variable; it shadows a builtin.,vibe-pipeline-multi:Outputs/Claude/prompt5/2026-04-24_042329_app.py,140,OPEN
2026-04-24 04:41:16,claude,prompt7,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal '{% block content %}{% endblock %}' 4 times.,vibe-pipeline-multi:Outputs/Claude/prompt7/2026-04-24_042607_app.py,70,OPEN
2026-04-24 04:41:16,claude,prompt7,CODE_SMELL,CRITICAL,python:S3776,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,vibe-pipeline-multi:Outputs/Claude/prompt7/2026-04-24_042607_app.py,184,OPEN
2026-04-24 04:41:16,claude,prompt8,CODE_SMELL,CRITICAL,python:S1192,"Define a constant instead of duplicating this literal ""/edit/"" 4 times.",vibe-pipeline-multi:Outputs/Claude/prompt8/2026-04-24_042737_app.py,197,OPEN
2026-04-24 04:41:16,claude_opus,prompt1,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal '{% block content %}{% endblock %}' 6 times.,vibe-pipeline-multi:Outputs/Claude_Opus/prompt1/2026-04-24_041813_app.py,79,OPEN
2026-04-24 04:41:16,claude_opus,prompt4,CODE_SMELL,CRITICAL,python:S1192,Define a constant instead of duplicating this literal 'Home Office' 3 times.,vibe-pipeline-multi:Outputs/Claude_Opus/prompt4/2026-04-24_042243_app.py,39,OPEN
2026-04-24 04:41:16,gemini,prompt5,CODE_SMELL,MAJOR,python:S5806,Rename this variable; it shadows a builtin.,vibe-pipeline-multi:Outputs/Gemini/prompt5/2026-04-24_042257_app.py,44,OPEN
2026-04-24 04:53:27,chatgpt,prompt5,CODE_SMELL,MAJOR,python:S5806,Rename this variable; it shadows a builtin.,vibe-pipeline-multi:Outputs/ChatGPT/prompt5/2026-04-24_043555_app.py,49,OPEN
2026-04-24 04:53:27,claude,prompt2,CODE_SMELL,MINOR,python:S1481,"Remove the unused local variable ""sys_info"".",vibe-pipeline-multi:Outputs/Claude/prompt2/2026-04-24_043149_app.py,59,OPEN
2026-04-24 04:53:27,claude,prompt3,CODE_SMELL,CRITICAL,python:S3776,Refactor this function to reduce its Cognitive Complexity from 20 to the 15 allowed.,vibe-pipeline-multi:Outputs/Claude/prompt3/2026-04-24_043322_app.py,75,OPEN
